,textOriginal,date,likeCount,year,popularity,time
6847,the rothschilds fronted the hapsburg house and they created the privately owned city of london corporation  and the privately owned bank of england in  the fed was a copy of the bank of england done by the same people earl montagu organised englands huge loan from the venetian party of  million in  later he became prime minister and ambassador to venice in  the venetians are the wig aristocrats referred to by disraeli  venetian genoese banks banks the swiss genoese axis behind the british east india company initially arrived through rome into venice set up the paris corporation and the london corporation venice took over with their proxy armies and huge shipping armada and put the royal black nobility ie windsors  in to run britain and us they are actually called saxe coberg gotha   rothschild were appointed to run their venetian and royal banks around the world in s rotchild have become super rich now of course along with warburg oppenheimer morgan etc and have moved into the war oil gas and mineral business and si on ism they own is ra el  they create wars on purpose to control the world  they were ideally placed to run the oil gas and minerals business in the s having the money ships and power they own most things now they have studied psychology via gnostics and have imposed a hierarchy of control on the world they use the media education and religions via the vatican which they created its a psy op organisation   the phoenicians became venetians after end of byzantium when they created venice around ad on st georges island and married into royalty as they were super rich on bullion and shipping trade it seems venice was formally created on st georges in ad  see st georges flag  its not british venice was modelled on tyre and became the new bullion centre for trade they were the petro dollar of their day they were known as the lombard bankers st georges flag is same colours as britain and us  basically the venetians used their norman army to install the black nobility saxe coberg gotha are from the hapsburg house ie william of orange and later created the corporations private states called the city of el london in  the private bank of england on  the corporation called the us in  and the private federal reserve bank a direct copy of the bank of england in  following their representatives eg jp morgan warburg etc  secret meeting on jeckyl island georgia in   maths makes sense war is a business its a means of making money pipelines are money rebuilding is money looting is money arming is money fund both sides and you double the profit private centralised banking is big big money and it appears a few banking families control the oil gas and mineral business   the rothschilds run the venetian genoese swiss banking cartel have been at this since the s   war is a business just kitting out one us soldier costs the tax payer  dollars it costs the america taypayer  billion on air conditioning per year in iraq   the war business is murder incorporated for pipelines bauxite oil gas minerals and banking not to mention regime change and weapons sales in the desert millions is spent just on air conditioning and logistics for the employees its like a heavily armed travelling circus or a rolling stones tour just imagine the planning trucks and catering for the war machine,2018/4/11,1,2018,normal,1
6848,we need to stay out of the syrian conflict and stop acting like the world police this is a tribal war between sunni and shia thats been going on since  ad when one tribe got pissed about mohammeds son in law taking over the reigns of the death cult,2018/4/11,4,2018,good,1
6849,soon or later we going to die lets happened,2018/4/11,0,2018,normal,1
6850,a wellknown strategy of america with fake and cheated chemical attacks and no evidence and many times so far in different countries of the world i hope that trumph will get beatings from russia and will never forget this lesson,2018/4/11,0,2018,normal,1
6851,the bbc is toxic  with all the child molesting,2018/4/11,0,2018,normal,1
6852,bbc fake news maybe,2018/4/11,0,2018,normal,1
6853,trump wanted to pull troops out of syria so they do a stunt like this to pull him back in i cant believe he cant see through this unless he is in on it i guess,2018/4/11,0,2018,normal,1
6854,syriwhat,2018/4/11,0,2018,normal,1
6855,here we go,2018/4/11,0,2018,normal,1
6856,i wish we do go to war with russia i want to fuck them up the pussy,2018/4/11,1,2018,normal,1
6857,its about time trump and<U+00A0>bolton<U+00A0>start kicking some russia and syrian ass,2018/4/11,0,2018,normal,1
6858,donald duck trump has totaly brain damage too much thinking of stormy daniels  you risk the death of billions of peoples you  idiot,2018/4/11,0,2018,normal,1
6859,oh yeahfinally a wwfinallythis fworld need itbloody mery,2018/4/11,0,2018,normal,1
6860,im british and i dont want our government to strike have they learned nothing from iraq and afghanistan they people should be able to vote prior to any action taken after all the evidence has been provided,2018/4/11,0,2018,normal,1
6861,bbc  child abuse network,2018/4/11,0,2018,normal,1
6862,israel or the us will never sit still and watch an arab maniac uses  chemical weapons regardless who the target is  even if he is protected by a big giant russia bear,2018/4/11,0,2018,normal,1
6863,i think this is to divert attention away from the fact that trump lawyer was raided our government is basically having an under the table coup,2018/4/11,0,2018,normal,1
6864,im english and i support russia and china in this ,2018/4/11,0,2018,normal,1
6865, of the countries are sick and tired of america and their police of the world attitude  i really hope russia nukes america,2018/4/11,34,2018,good,1
6866,funny wasnt bbc swamping the news with reports that putin and trump colluded to win the election,2018/4/11,0,2018,normal,1
