,textOriginal,date,likeCount,year,popularity,time
191,dropping bombs wont change anything lol,2014/9/23,6,2014,good,1
192,america america america,2014/9/23,23,2014,good,1
193,so basically the america armed the rebels with weapons and equipment for the rd time and now they are eliminating them again ,2014/9/23,34,2014,good,1
194,what about the moscow protests against the war in ukraine why isnt russia today covering this story,2014/9/23,4,2014,good,1
195,choke on a dick you hoe,2014/9/24,0,2014,normal,1
196,nahhhh only you,2014/9/24,0,2014,normal,1
197,we hate you too,2014/9/24,2,2014,good,1
198,well that explains a lot,2014/9/24,0,2014,normal,1
199,isis has killed hundreds of thoamericands already  it took the us many years to accumulate that civilian killcount isis is doing it every day,2014/9/23,4,2014,good,1
200,achmad baihaqi el yazid the dead terrorist,2014/9/23,0,2014,normal,1
201,iraq,2014/9/23,0,2014,normal,1
202,cowards says the mexican hows your countrys drug and war crimes going again the iraq war was fought with boots on ground and we kicked alqaedas ass just like well do to anyone that threatens us or anyone else<U+00A0>,2014/9/25,1,2014,normal,1
203,mykola byelov<U+00A0>you russia,2014/9/25,0,2014,normal,1
204,i agree  d ameripigs cry in comments,2014/9/24,0,2014,normal,1
205,scared ha last time i checked the mexican military cant even handle the drug cartels in your own country their too scared to go into certain areas like sierra de sinaloa because they are under cartel rule so please peasant get back in the kitchen where you belong <U+00A0>,2014/9/24,0,2014,normal,1
206,war is never holy,2014/9/24,0,2014,normal,1
207,next week,2014/9/23,0,2014,normal,1
208,not soon enough,2014/9/23,1,2014,normal,1
209,whenever the scandinavians give obama another nobel peace prize,2014/9/23,3,2014,good,1
210,justtelling<U+00A0>im fuck tired of speaking to you what do you know about my neighbours idiot they wanted to be part of the ussr because it was the best country in the world ukrainians are my brothers we defended them from poland we speak the same language and we are the same people you brainwashed scum<U+00A0>,2014/9/24,0,2014,normal,1
211,justtelling<U+00A0>fuck you bitch you are a stupid moron weve been invaded all the time without even being warned you bitch have never been invaded you are too far away you are cowards that use bombs we defeated the mongols in  the swedes in  the cramericaders in  peter the great beat the swedes ekaterina ii beat the germans we beat napoleon in  we beat hitler who the fuck did you beat vietnam north korea you are liers and scumbags you dont even know history what a stupid cunt you dont even speak my language i speak your language you are dumb and arrogant<U+00A0>,2014/9/24,0,2014,normal,1
212,nno the stupid ass here is you you said that you were strong without the nukes but now youre telling how you beat japan by dropping the bomb and you do the same fuck things to every country keep bombing small countries you are an idiot you have no chance against russia so fuck off you daft cunt<U+00A0>,2014/9/24,0,2014,normal,1
213,justtelling<U+00A0> you lost to north korea read more you dont seem to have read at all what i said im tired of your stupidity like i said go to hell<U+00A0>,2014/9/24,0,2014,normal,1
214,justtelling<U+00A0>what you are an asshole who talks nonsense unlike you we didnt bomb afganistan we fought the taliban without killing civilains there like you did there you are scumbags go to hell you lost to vietnam and north korea clowns we all know how you beat japan you were losing to japan and then you did the unthinkable fuck you go and use missiles bitches you are the only nation that did use the bomb rot in hell<U+00A0>,2014/9/24,0,2014,normal,1
215,she is just trolling even a kid can read and make up his mind this girl or monster just laughs at us doing effort,2014/9/25,2,2014,good,1
216,erika leon<U+00A0> i love how you think youre right for bashing a whole religion for what a handful of them have done you basically saying bomb germany for the holocaust youre such an idiot and the weird thing is youre still clueless as to what youre saying even though many people who replied to you are trying to tell you that youre wrong,2014/9/25,1,2014,normal,1
217,you obviously do and you havnt been paying attention lol do you even know why were bombing syria im bored of you ignorant people with absolutely nothing interesting to say lol youre clueless xd,2014/9/25,0,2014,normal,1
218,i do not support isis,2014/9/25,0,2014,normal,1
219,na fuck off scum i cant believe there are pieces of shit like you out there who suppport isis thats why the world is fuck up,2014/9/25,0,2014,normal,1
220,america america america america america america america america no will ever stop us haha ,2014/9/23,1,2014,normal,1
221,haha alla snack bar why so mad hahaha ,2014/9/23,0,2014,normal,1
222,yasmin nyt<U+00A0>right because what people do while in <U+00A0>desperation is total proof of make believe bullshit,2014/9/24,1,2014,normal,1
223,naqib ezuwan<U+00A0>yes indeed it is i dont understand how people still dont get that watch any video of a disaster or tragedy happening in english speaking countries youll hear oh my god over and over again,2014/9/24,0,2014,normal,1
224,yes and indeed god is the greatest he is not in need of his creation however when someone suffers some form of calamity in their life whom do they turn to god almighty its as simple as that,2014/9/23,1,2014,normal,1
225,naqib ezuwan<U+00A0>also same as allahu snackbar,2014/9/23,1,2014,normal,1
226,john doe its the same as you saying oh my god lol,2014/9/23,5,2014,good,1
227,ill take peace over war in any part of my life take my word for it but you see this war is defense against people who threatened the west they killed so many innocent people for nothing more than what they believed in come on now dont tell me that this war isnt justified,2014/9/26,1,2014,normal,1
228,onlyoxs i never denied that i said its war not progress,2014/9/26,0,2014,normal,1
229,wehrmacht guy theres always going to be some imbecile who contradicts you i dont know why you contradict me if you know who the isis are so in case you didnt know these people want you dead they would slit your throat right open if you do not uniformly think like they do <U+00A0>,2014/9/25,0,2014,normal,1
230,its not the light of progress its fire and death something weve been have for thoamericands of years,2014/9/24,0,2014,normal,1
231,is our light in their darkness they get nightmare is light of allahmaybe lol bye bye isis subanimals prepare for light  maybe you will see something much more  a bright light  come from a nuclear missile which turn all of you into shadows in carbon particlesthats science baby enlightenmentlol,2014/9/23,2,2014,good,1
232,actually isis does have a headquartersor they did hahahahahaha no but in all seriousness its run like a corporate operation with job titles and such they have a ceo had,2014/9/25,1,2014,normal,1
233,jthbs<U+00A0>they even have migs but dont know how to fly them yet but i am sure some rogue states will train them for money,2014/9/24,0,2014,normal,1
